"clientId","transactionId","sku","name","units","value","subcategory","category"
"xeta","ACT1_M_3613","CHEMBL469790","CHEMBL469790",3.55,1651.02,"Ehtanol","H2"
"xeta","ACT1_M_3617","CHEMBL2165055","CHEMBL2165055",7.04,1716.28,"CarbonDioxide","carbon"
"xeta","ACT1_M_3627","CHEMBL322479","CHEMBL322479",2.27,1525.4,"CalciumCarbonate","calcium"
"xeta","ACT1_M_3633","CHEMBL2036736","CHEMBL2036736",7.36,1101.38,"SodiumChloride","calcium"
"xeta","ACT1_M_3644","CHEMBL2179291","CHEMBL2179291",4.66,1492.6,"Methane","carbon"
"xeta","ACT1_M_3714","CHEMBL2158823","CHEMBL2158823",1.29,1346.24,"Aspirin","carbon"
"xeta","ACT1_M_3850","CHEMBL641","CHEMBL641",6.56,911.1,"PotassiumTartrate","carbon"
"xeta","ACT1_M_3851","CHEMBL1289785","CHEMBL1289785",9.31,1973.96,"Bakingsoda","soda"
"xeta","ACT1_M_3854","CHEMBL1381135","CHEMBL1381135",1.32,1051.63,"Acetaminophen","soda"
"xeta","ACT1_M_4130","CHEMBL528217","CHEMBL528217",6.43,1201.57,"AceticAcid","acid"
"xeta","ACT1_M_4131","CHEMBL2177621","CHEMBL2177621",3.47,1295.67,"Ehtanol","H2"
"xeta","ACT1_M_4654","CHEMBL475386","CHEMBL475386",9.56,588.18,"CarbonDioxide","carbon"
"xeta","ACT1_M_4655","CHEMBL2325699","CHEMBL2325699",5.52,2109.41,"CalciumCarbonate","calcium"
"xeta","ACT1_M_4656","CHEMBL2010845","CHEMBL2010845",5.86,1210.64,"SodiumChloride","calcium"
"xeta","ACT1_M_4657","CHEMBL103","CHEMBL103",3.32,1711.58,"Methane","carbon"
"xeta","ACT1_M_4664","CHEMBL2208428","CHEMBL2208428",9.54,1999.02,"Aspirin","carbon"
"xeta","ACT1_M_4687","CHEMBL1796293","CHEMBL1796293",2.99,748.81,"PotassiumTartrate","carbon"
"xeta","ACT1_M_4688","CHEMBL1557436","CHEMBL1557436",8.87,1834.25,"Bakingsoda","soda"
"xeta","ACT1_M_5921","CHEMBL2031236","CHEMBL2031236",6.51,697.78,"Acetaminophen","soda"
"xeta","ACT1_M_5924","CHEMBL2087849","CHEMBL2087849",6.02,704.31,"AceticAcid","acid"
"xeta","ACT1_M_5929","CHEMBL1235773","CHEMBL1235773",7.85,1753.37,"Ehtanol","H2"
"xeta","ACT1_M_5940","CHEMBL339051","CHEMBL339051",3.55,1586.04,"CarbonDioxide","carbon"
"xeta","ACT1_M_5941","CHEMBL168899","CHEMBL168899",3.58,567.25,"CalciumCarbonate","calcium"
"xeta","ACT1_M_5959","CHEMBL517","CHEMBL517",1.87,475.29,"SodiumChloride","calcium"
"xeta","ACT1_M_6141","CHEMBL578288","CHEMBL578288",9.86,1122.12,"Methane","carbon"
"xeta","ACT1_M_6310","CHEMBL1778648","CHEMBL1778648",9.86,1845.31,"Aspirin","carbon"
"xeta","ACT1_M_6312","CHEMBL1778635","CHEMBL1778635",6.79,801.48,"PotassiumTartrate","carbon"
"xeta","ACT1_M_6322","CHEMBL1234354","CHEMBL1234354",5.15,581.5,"Bakingsoda","soda"
"xeta","ACT1_M_6333","CHEMBL1550278","CHEMBL1550278",4.49,388.26,"Acetaminophen","soda"
"xeta","ACT1_M_6348","CHEMBL1096","CHEMBL1096",1.47,823.89,"AceticAcid","acid"
"xeta","ACT1_M_6354","CHEMBL1807822","CHEMBL1807822",5.18,441.28,"Ehtanol","H2"
"xeta","ACT1_M_6355","CHEMBL1310086","CHEMBL1310086",9.53,924.75,"CarbonDioxide","carbon"
"xeta","ACT1_M_6378","CHEMBL373364","CHEMBL373364",8.26,1007.45,"CalciumCarbonate","calcium"
"xeta","ACT1_M_6379","CHEMBL484901","CHEMBL484901",2.66,1312.61,"SodiumChloride","calcium"
"xeta","ACT1_M_6398","CHEMBL1233652","CHEMBL1233652",2.39,443.72,"Methane","carbon"
"xeta","ACT1_M_6407","CHEMBL2059196","CHEMBL2059196",2.65,384.4,"Aspirin","carbon"
"xeta","ACT1_M_6418","CHEMBL1934414","CHEMBL1934414",7.81,955.02,"PotassiumTartrate","carbon"
"xeta","ACT1_M_6421","CHEMBL1415894","CHEMBL1415894",4.06,1396.79,"Bakingsoda","soda"
"xeta","ACT1_M_6424","CHEMBL2335875","CHEMBL2335875",3.11,1524.64,"Acetaminophen","soda"
"xeta","ACT1_M_6425","CHEMBL1916269","CHEMBL1916269",6.18,1130.88,"AceticAcid","acid"
"xeta","ACT1_M_6437","CHEMBL1224139","CHEMBL1224139",3.31,944.57,"Ehtanol","H2"
"xeta","ACT1_M_6439","CHEMBL1082812","CHEMBL1082812",3.32,411.98,"CarbonDioxide","carbon"
"xeta","ACT1_M_6440","CHEMBL12980","CHEMBL12980",1.21,1146.46,"CalciumCarbonate","calcium"
"xeta","ACT1_M_6441","CHEMBL1412343","CHEMBL1412343",2.13,1585.47,"SodiumChloride","calcium"
"xeta","ACT1_M_6462","CHEMBL453862","CHEMBL453862",3.17,2069.85,"Methane","carbon"
"xeta","ACT1_M_6636","CHEMBL296572","CHEMBL296572",5.85,1305.58,"Aspirin","carbon"
"xeta","ACT1_M_6698","CHEMBL239513","CHEMBL239513",5.68,1316.14,"PotassiumTartrate","carbon"
"xeta","ACT1_M_6708","CHEMBL479445","CHEMBL479445",7.56,1503.15,"Bakingsoda","soda"
"xeta","ACT1_M_6737","CHEMBL2152917","CHEMBL2152917",8.78,739.25,"Acetaminophen","soda"
"xeta","ACT1_M_6791","CHEMBL299672","CHEMBL299672",6.95,118.59,"AceticAcid","acid"
"xeta","ACT1_M_6796","CHEMBL1682820","CHEMBL1682820",4.58,770.68,"Ehtanol","H2"
"xeta","ACT1_M_6804","CHEMBL247367","CHEMBL247367",7.85,956.39,"CarbonDioxide","carbon"
"xeta","ACT1_M_6849","CHEMBL2010834","CHEMBL2010834",3.95,25.14,"CalciumCarbonate","calcium"
"xeta","ACT1_M_6928","CHEMBL1945293","CHEMBL1945293",2.28,1873.89,"SodiumChloride","calcium"
"xeta","ACT1_M_7108","CHEMBL1652588","CHEMBL1652588",5.19,411.49,"Methane","carbon"
"xeta","ACT1_M_7130","CHEMBL190812","CHEMBL190812",4.11,1604.09,"Aspirin","carbon"
"xeta","ACT1_M_7190","CHEMBL235392","CHEMBL235392",1.64,1717.88,"PotassiumTartrate","carbon"
"xeta","ACT1_M_7199","CHEMBL62193","CHEMBL62193",1.86,1422.02,"Bakingsoda","soda"
"xeta","ACT1_M_7241","CHEMBL1784338","CHEMBL1784338",9.85,768.85,"Acetaminophen","soda"
"xeta","ACT1_M_7242","CHEMBL1650698","CHEMBL1650698",8.85,1168.66,"AceticAcid","acid"
"xeta","ACT1_M_8069","CHEMBL2062583","CHEMBL2062583",4.26,406.37,"Ehtanol","H2"
"xeta","ACT1_M_9231","CHEMBL4","CHEMBL4",7.37,27.44,"CarbonDioxide","carbon"
"xeta","ACT1_M_10825","CHEMBL2158534","CHEMBL2158534",8.08,1516.41,"CalciumCarbonate","calcium"
"xeta","ACT1_M_11238","CHEMBL492234","CHEMBL492234",9.03,1414.52,"SodiumChloride","calcium"
"xeta","ACT1_M_11470","CHEMBL131921","CHEMBL131921",4.93,658.33,"Methane","carbon"
"xeta","ACT1_M_11597","CHEMBL21731","CHEMBL21731",9.84,1538.69,"Aspirin","carbon"
"xeta","ACT1_M_11694","CHEMBL346528","CHEMBL346528",1.23,1196.86,"PotassiumTartrate","carbon"
"xeta","ACT1_M_11770","CHEMBL133501","CHEMBL133501",9.98,445.38,"Bakingsoda","soda"
"xeta","ACT1_M_11934","CHEMBL2087854","CHEMBL2087854",7.48,1522.12,"Acetaminophen","soda"
"xeta","ACT1_M_12177","CHEMBL1689126","CHEMBL1689126",7.32,1963.6,"AceticAcid","acid"
"xeta","ACT1_M_12218","CHEMBL1650728","CHEMBL1650728",5.5,464.94,"Ehtanol","H2"
"xeta","ACT1_M_12402","CHEMBL2178942","CHEMBL2178942",2.46,1977.41,"CarbonDioxide","carbon"
"xeta","ACT1_M_12403","CHEMBL1800528","CHEMBL1800528",3.73,786.05,"CalciumCarbonate","calcium"
"xeta","ACT1_M_12404","CHEMBL143305","CHEMBL143305",9.95,1170.54,"SodiumChloride","calcium"
"xeta","ACT1_M_12526","CHEMBL2326481","CHEMBL2326481",6.96,54.29,"Methane","carbon"
"xeta","ACT1_M_12527","CHEMBL15245","CHEMBL15245",8.98,857.84,"Aspirin","carbon"
"xeta","ACT1_M_12528","CHEMBL1852688","CHEMBL1852688",6.81,1221.16,"PotassiumTartrate","carbon"
"xeta","ACT1_M_12529","CHEMBL2171169","CHEMBL2171169",5.31,475.31,"Bakingsoda","soda"
"xeta","ACT1_M_12530","CHEMBL2216830","CHEMBL2216830",8.47,577,"Acetaminophen","soda"
"xeta","ACT1_M_12531","CHEMBL381098","CHEMBL381098",8.68,1191.58,"AceticAcid","acid"
"xeta","ACT1_M_12557","CHEMBL284275","CHEMBL284275",3.71,324.46,"Ehtanol","H2"
"xeta","ACT1_M_12627","CHEMBL2177167","CHEMBL2177167",3.06,1824.69,"CarbonDioxide","carbon"
"xeta","ACT1_M_12915","CHEMBL2331746","CHEMBL2331746",7.57,1078.67,"CalciumCarbonate","calcium"
"xeta","ACT1_M_12921","CHEMBL1712280","CHEMBL1712280",1.54,43.21,"SodiumChloride","calcium"
"xeta","ACT1_M_13071","CHEMBL1790041","CHEMBL1790041",7.67,1144.55,"Methane","carbon"
"xeta","ACT1_M_13244","CHEMBL1184060","CHEMBL1184060",5.07,1578.66,"Aspirin","carbon"
"xeta","ACT1_M_13314","CHEMBL1502799","CHEMBL1502799",1.74,420.56,"PotassiumTartrate","carbon"
"xeta","ACT1_M_13335","CHEMBL2208436","CHEMBL2208436",2.77,106.51,"Bakingsoda","soda"
"xeta","ACT1_M_13498","CHEMBL480445","CHEMBL480445",2.94,1649.13,"Acetaminophen","soda"
"xeta","ACT1_M_13672","CHEMBL1392670","CHEMBL1392670",6.48,1898.69,"AceticAcid","acid"
"xeta","ACT1_M_13691","CHEMBL1455477","CHEMBL1455477",4.45,1884.55,"Ehtanol","H2"
"xeta","ACT1_M_14294","CHEMBL1939414","CHEMBL1939414",4.89,48.92,"CarbonDioxide","carbon"
"xeta","ACT1_M_14409","CHEMBL1617016","CHEMBL1617016",2.17,497.59,"CalciumCarbonate","calcium"
"xeta","ACT1_M_14424","CHEMBL2207600","CHEMBL2207600",1.18,470.09,"SodiumChloride","calcium"
"xeta","ACT1_M_14882","CHEMBL244213","CHEMBL244213",4.93,1222.95,"Methane","carbon"
"xeta","ACT1_M_15024","CHEMBL404957","CHEMBL404957",4.88,2065.02,"Aspirin","carbon"
"xeta","ACT1_M_15096","CHEMBL520252","CHEMBL520252",8.76,1598.66,"PotassiumTartrate","carbon"
"xeta","ACT1_M_15111","CHEMBL190747","CHEMBL190747",6.2,883.64,"Bakingsoda","soda"
"xeta","ACT1_M_15189","CHEMBL1079175","CHEMBL1079175",9.1,499.54,"Acetaminophen","soda"
"xeta","ACT1_M_15191","CHEMBL1499868","CHEMBL1499868",1.5,1661.62,"AceticAcid","acid"
"xeta","ACT1_M_15192","CHEMBL1824042","CHEMBL1824042",2.37,598.45,"Ehtanol","H2"
"xeta","ACT1_M_16031","CHEMBL2158827","CHEMBL2158827",7.68,2087.5,"CarbonDioxide","carbon"
"xeta","ACT1_M_17095","CHEMBL520925","CHEMBL520925",2.46,1889.49,"CalciumCarbonate","calcium"
"xeta","ACT1_M_17291","CHEMBL181502","CHEMBL181502",9.7,17.04,"SodiumChloride","calcium"
"xeta","ACT1_M_17293","CHEMBL1962631","CHEMBL1962631",8.67,1373.54,"Methane","carbon"
"xeta","ACT1_M_17294","CHEMBL470915","CHEMBL470915",6.62,1680.41,"Aspirin","carbon"
"xeta","ACT1_M_17306","CHEMBL1163803","CHEMBL1163803",9.91,1682.42,"PotassiumTartrate","carbon"
"xeta","ACT1_M_17312","CHEMBL598194","CHEMBL598194",8.09,1832.89,"Bakingsoda","soda"
"xeta","ACT1_M_17314","CHEMBL42","CHEMBL42",8.97,2104.05,"Acetaminophen","soda"
"xeta","ACT1_M_17327","CHEMBL2178954","CHEMBL2178954",8.29,2040.76,"AceticAcid","acid"
"xeta","ACT1_M_17333","CHEMBL373250","CHEMBL373250",8.63,858.99,"Ehtanol","H2"
"xeta","ACT1_M_17334","CHEMBL1169388","CHEMBL1169388",7.68,497.4,"CarbonDioxide","carbon"
"xeta","ACT1_M_17345","CHEMBL2171046","CHEMBL2171046",8.56,656.57,"CalciumCarbonate","calcium"
"xeta","ACT1_M_17356","CHEMBL144960","CHEMBL144960",9.31,1757.23,"SodiumChloride","calcium"
"xeta","ACT1_M_17365","CHEMBL271023","CHEMBL271023",3.4,326.27,"Methane","carbon"
"xeta","ACT1_M_17368","CHEMBL90531","CHEMBL90531",9.57,898.14,"Aspirin","carbon"
"xeta","ACT1_M_17380","CHEMBL645","CHEMBL645",1.48,1862.03,"PotassiumTartrate","carbon"
"xeta","ACT1_M_17396","CHEMBL2178950","CHEMBL2178950",7.25,1490.3,"Bakingsoda","soda"
"xeta","ACT1_M_17398","CHEMBL2178393","CHEMBL2178393",5.86,861.27,"Acetaminophen","soda"
"xeta","ACT1_M_17399","CHEMBL1809049","CHEMBL1809049",8.61,518.23,"AceticAcid","acid"
"xeta","ACT1_M_17422","CHEMBL1373079","CHEMBL1373079",1.17,2020.89,"Ehtanol","H2"
"xeta","ACT1_M_17424","CHEMBL74380","CHEMBL74380",7.62,352.6,"CarbonDioxide","carbon"
"xeta","ACT1_M_17425","CHEMBL257600","CHEMBL257600",2.56,1892.12,"CalciumCarbonate","calcium"
"xeta","ACT1_M_17426","CHEMBL1362558","CHEMBL1362558",2.4,831.12,"SodiumChloride","calcium"
"xeta","ACT1_M_17431","CHEMBL2059861","CHEMBL2059861",5.8,1864.44,"Methane","carbon"
"xeta","ACT1_M_17444","CHEMBL235191","CHEMBL235191",3.29,1434.37,"Aspirin","carbon"
"xeta","ACT1_M_17459","CHEMBL197536","CHEMBL197536",1.33,496.52,"PotassiumTartrate","carbon"
"xeta","ACT1_M_17460","CHEMBL1086580","CHEMBL1086580",9.9,1889.64,"Bakingsoda","soda"
"xeta","ACT1_M_17469","CHEMBL1290331","CHEMBL1290331",7.8,742.37,"Acetaminophen","soda"
"xeta","ACT1_M_17473","CHEMBL203370","CHEMBL203370",5.86,554.12,"AceticAcid","acid"
"xeta","ACT1_M_17474","CHEMBL1945035","CHEMBL1945035",5.3,250.18,"Ehtanol","H2"
"xeta","ACT1_M_17483","CHEMBL551360","CHEMBL551360",3.27,1252.43,"CarbonDioxide","carbon"
"xeta","ACT1_M_17485","CHEMBL1783284","CHEMBL1783284",1.94,994.48,"CalciumCarbonate","calcium"
"xeta","ACT1_M_17496","CHEMBL1909734","CHEMBL1909734",6.98,1547.2,"SodiumChloride","calcium"
"xeta","ACT1_M_17498","CHEMBL1481866","CHEMBL1481866",5.13,1528.24,"Methane","carbon"
"xeta","ACT1_M_17499","CHEMBL1831079","CHEMBL1831079",4.28,450.57,"Aspirin","carbon"
"xeta","ACT1_M_17516","CHEMBL437","CHEMBL437",9.86,2120.65,"PotassiumTartrate","carbon"
"xeta","ACT1_M_17521","CHEMBL272105","CHEMBL272105",4.51,1743.74,"Bakingsoda","soda"
"xeta","ACT1_M_17522","CHEMBL1940108","CHEMBL1940108",2.27,1876.71,"Acetaminophen","soda"
"xeta","ACT1_M_17524","CHEMBL370252","CHEMBL370252",2.82,1645.15,"AceticAcid","acid"
"xeta","ACT1_M_17537","CHEMBL205245","CHEMBL205245",9.54,1751.09,"Ehtanol","H2"
"xeta","ACT1_M_17545","CHEMBL2070946","CHEMBL2070946",8.19,1324.71,"CarbonDioxide","carbon"
"xeta","ACT1_M_17549","CHEMBL443320","CHEMBL443320",7.45,1147.6,"CalciumCarbonate","calcium"
"xeta","ACT1_M_17553","CHEMBL1779497","CHEMBL1779497",5.65,247,"SodiumChloride","calcium"
"xeta","ACT1_M_17554","CHEMBL1332736","CHEMBL1332736",6.58,2022.79,"Methane","carbon"
"xeta","ACT1_M_17568","CHEMBL2070948","CHEMBL2070948",7.53,296.77,"Aspirin","carbon"
"xeta","ACT1_M_17574","CHEMBL1732699","CHEMBL1732699",3.17,1504.75,"PotassiumTartrate","carbon"
"xeta","ACT1_M_17577","CHEMBL1917433","CHEMBL1917433",2.62,1953.59,"Bakingsoda","soda"
"xeta","ACT1_M_17579","CHEMBL2141746","CHEMBL2141746",9.37,702.31,"Acetaminophen","soda"
"xeta","ACT1_M_17583","CHEMBL256576","CHEMBL256576",7.58,1139.43,"AceticAcid","acid"
"xeta","ACT1_M_17586","CHEMBL87388","CHEMBL87388",5.22,2109.05,"Ehtanol","H2"
"xeta","ACT1_M_17596","CHEMBL150606","CHEMBL150606",9.77,232.03,"CarbonDioxide","carbon"
"xeta","ACT1_M_17608","CHEMBL8809","CHEMBL8809",1.15,415.83,"CalciumCarbonate","calcium"
"xeta","ACT1_M_17612","CHEMBL1233655","CHEMBL1233655",4.54,1704.92,"SodiumChloride","calcium"
"xeta","ACT1_M_17640","CHEMBL384962","CHEMBL384962",5.57,1469.07,"Methane","carbon"
"xeta","ACT1_M_17677","CHEMBL1542764","CHEMBL1542764",9.29,775.4,"Aspirin","carbon"
"xeta","ACT1_M_17707","CHEMBL2181927","CHEMBL2181927",2.46,1858.74,"PotassiumTartrate","carbon"
"xeta","ACT1_M_17719","CHEMBL2334590","CHEMBL2334590",3.27,1088.76,"Bakingsoda","soda"
"xeta","ACT1_M_17768","CHEMBL1480987","CHEMBL1480987",7.67,244.29,"Acetaminophen","soda"
"xeta","ACT1_M_17769","CHEMBL2335898","CHEMBL2335898",5.13,1905.06,"AceticAcid","acid"
"xeta","ACT1_M_17865","CHEMBL401193","CHEMBL401193",1.64,994.14,"Ehtanol","H2"
"xeta","ACT1_M_17965","CHEMBL1950851","CHEMBL1950851",7.76,538.5,"CarbonDioxide","carbon"
"xeta","ACT1_M_18109","CHEMBL2035030","CHEMBL2035030",2.31,333.47,"CalciumCarbonate","calcium"
"xeta","ACT1_M_18111","CHEMBL111955","CHEMBL111955",4.02,1504.01,"SodiumChloride","calcium"
"xeta","ACT1_M_18390","CHEMBL316388","CHEMBL316388",3.75,2115.14,"Methane","carbon"
"xeta","ACT1_M_18585","CHEMBL248380","CHEMBL248380",2.93,1944.1,"Aspirin","carbon"
"xeta","ACT1_M_19013","CHEMBL235581","CHEMBL235581",2.99,272.33,"PotassiumTartrate","carbon"
"xeta","ACT1_M_19366","CHEMBL1682940","CHEMBL1682940",8.43,1756.42,"Bakingsoda","soda"
"xeta","ACT1_M_19368","CHEMBL1471868","CHEMBL1471868",8.38,790.5,"Acetaminophen","soda"
"xeta","ACT1_M_19379","CHEMBL1076211","CHEMBL1076211",8.01,1280.63,"AceticAcid","acid"
"xeta","ACT1_M_19389","CHEMBL1951022","CHEMBL1951022",4.72,2021.39,"Ehtanol","H2"
"xeta","ACT1_M_19400","CHEMBL1987793","CHEMBL1987793",2.27,1986.63,"CarbonDioxide","carbon"
"xeta","ACT1_M_19401","CHEMBL1947155","CHEMBL1947155",4.47,1760.01,"CalciumCarbonate","calcium"
"xeta","ACT1_M_19409","CHEMBL1939418","CHEMBL1939418",5.67,227.02,"SodiumChloride","calcium"
"xeta","ACT1_M_19410","CHEMBL398295","CHEMBL398295",6.81,1374.96,"Methane","carbon"
"xeta","ACT1_M_20860","CHEMBL174107","CHEMBL174107",8.52,164.66,"Aspirin","carbon"
"xeta","ACT1_M_20867","CHEMBL2089280","CHEMBL2089280",8.22,851.04,"PotassiumTartrate","carbon"
"xeta","ACT1_M_21616","CHEMBL139347","CHEMBL139347",6.1,745.64,"Bakingsoda","soda"
"xeta","ACT1_M_21723","CHEMBL1623","CHEMBL1623",4.01,254.72,"Acetaminophen","soda"
"xeta","ACT1_M_21926","CHEMBL2171034","CHEMBL2171034",7.68,769.53,"AceticAcid","acid"
"xeta","ACT1_M_22084","CHEMBL1689115","CHEMBL1689115",8.12,1588.44,"Ehtanol","H2"
"xeta","ACT1_M_22316","CHEMBL1628691","CHEMBL1628691",9.99,1830.37,"CarbonDioxide","carbon"
"xeta","ACT1_M_23161","CHEMBL1515447","CHEMBL1515447",2.47,81.69,"CalciumCarbonate","calcium"
"xeta","ACT1_M_23203","CHEMBL559968","CHEMBL559968",7.32,1356.8,"SodiumChloride","calcium"
"xeta","ACT1_M_23249","CHEMBL1180299","CHEMBL1180299",8.05,1375.9,"Methane","carbon"
"xeta","ACT1_M_23327","CHEMBL2335897","CHEMBL2335897",6.6,660.06,"Aspirin","carbon"
"xeta","ACT1_M_23328","CHEMBL204476","CHEMBL204476",5.8,112.03,"PotassiumTartrate","carbon"
"xeta","ACT1_M_24439","CHEMBL2164680","CHEMBL2164680",7.73,728.56,"Bakingsoda","soda"
"xeta","ACT1_M_24570","CHEMBL109396","CHEMBL109396",9.31,1594.99,"Acetaminophen","soda"
"xeta","ACT1_M_24947","CHEMBL551765","CHEMBL551765",5.04,160.56,"AceticAcid","acid"
"xeta","ACT1_M_25142","CHEMBL14690","CHEMBL14690",2.75,180.39,"Ehtanol","H2"
"xeta","ACT1_M_25200","CHEMBL2089276","CHEMBL2089276",4.64,269.7,"CarbonDioxide","carbon"
"xeta","ACT1_M_25432","CHEMBL1917461","CHEMBL1917461",7.3,675.71,"CalciumCarbonate","calcium"
"xeta","ACT1_M_25481","CHEMBL366080","CHEMBL366080",9.65,1022.44,"SodiumChloride","calcium"
"xeta","ACT1_M_25679","CHEMBL306262","CHEMBL306262",3.76,1860.79,"Methane","carbon"
"xeta","ACT1_M_25903","CHEMBL1950724","CHEMBL1950724",5.88,1411.1,"Aspirin","carbon"
"xeta","ACT1_M_25913","CHEMBL2059864","CHEMBL2059864",3.18,1966.98,"PotassiumTartrate","carbon"
"xeta","ACT1_M_26146","CHEMBL1165028","CHEMBL1165028",3.01,1618.89,"Bakingsoda","soda"
"xeta","ACT1_M_26250","CHEMBL2158836","CHEMBL2158836",8.52,1419.95,"Acetaminophen","soda"
"xeta","ACT1_M_26265","CHEMBL205807","CHEMBL205807",9.49,793.9,"AceticAcid","acid"
"xeta","ACT1_M_26404","CHEMBL576068","CHEMBL576068",3.62,260.44,"Ehtanol","H2"
"xeta","ACT1_M_26407","CHEMBL142715","CHEMBL142715",8.75,2115.64,"CarbonDioxide","carbon"
"xeta","ACT1_M_26410","CHEMBL409493","CHEMBL409493",9.4,601.81,"CalciumCarbonate","calcium"
"xeta","ACT1_M_26416","CHEMBL1945297","CHEMBL1945297",4.04,1147.38,"SodiumChloride","calcium"
"xeta","ACT1_M_26423","CHEMBL2321991","CHEMBL2321991",7.27,1734.49,"Methane","carbon"
"xeta","ACT1_M_26428","CHEMBL2164670","CHEMBL2164670",7.63,1387.42,"Aspirin","carbon"
"xeta","ACT1_M_26436","CHEMBL182150","CHEMBL182150",2.86,561.77,"PotassiumTartrate","carbon"
"xeta","ACT1_M_26509","CHEMBL1788268","CHEMBL1788268",9.15,611.13,"Bakingsoda","soda"
"xeta","ACT1_M_26516","CHEMBL1180288","CHEMBL1180288",4.72,2114.71,"Acetaminophen","soda"
"xeta","ACT1_M_26517","CHEMBL2158792","CHEMBL2158792",2.34,900.59,"AceticAcid","acid"
"xeta","ACT1_M_26518","CHEMBL490512","CHEMBL490512",6.06,1602.91,"Ehtanol","H2"
"xeta","ACT1_M_26747","CHEMBL813","CHEMBL813",8.37,113.96,"CarbonDioxide","carbon"
"xeta","ACT1_M_26931","CHEMBL2158835","CHEMBL2158835",3.72,1518.63,"CalciumCarbonate","calcium"
"xeta","ACT1_M_27293","CHEMBL75880","CHEMBL75880",4.11,1742.51,"SodiumChloride","calcium"
"xeta","ACT1_M_27825","CHEMBL1762545","CHEMBL1762545",1.03,360.46,"Methane","carbon"
"xeta","ACT1_M_28040","CHEMBL1975242","CHEMBL1975242",4.24,1888.72,"Aspirin","carbon"
"xeta","ACT1_M_28749","CHEMBL1682948","CHEMBL1682948",2.79,1241.12,"PotassiumTartrate","carbon"
"xeta","ACT1_M_29009","CHEMBL2331753","CHEMBL2331753",8.05,709.93,"Bakingsoda","soda"
"xeta","ACT1_M_29309","CHEMBL74355","CHEMBL74355",8.27,1194.59,"Acetaminophen","soda"
"xeta","ACT1_M_29311","CHEMBL250540","CHEMBL250540",3.03,459.66,"AceticAcid","acid"
"xeta","ACT1_M_29312","CHEMBL1559730","CHEMBL1559730",1.49,1248.36,"Ehtanol","H2"
"xeta","ACT1_M_29314","CHEMBL2086650","CHEMBL2086650",8.74,857.16,"CarbonDioxide","carbon"
"xeta","ACT1_M_29315","CHEMBL237616","CHEMBL237616",2.47,647.58,"CalciumCarbonate","calcium"
"xeta","ACT1_M_29316","CHEMBL1607641","CHEMBL1607641",5.05,1283.3,"SodiumChloride","calcium"
"xeta","ACT1_M_29319","CHEMBL1201373","CHEMBL1201373",8.76,171.86,"Methane","carbon"
"xeta","ACT1_M_29320","CHEMBL2179669","CHEMBL2179669",1.15,1709.07,"Aspirin","carbon"
"xeta","ACT1_M_29321","CHEMBL1479463","CHEMBL1479463",1.87,1060.8,"PotassiumTartrate","carbon"
"xeta","ACT1_M_29322","CHEMBL976","CHEMBL976",5.77,1256.36,"Bakingsoda","soda"
"xeta","ACT1_M_29323","CHEMBL1213085","CHEMBL1213085",5.86,501.61,"Acetaminophen","soda"
"xeta","ACT1_M_29328","CHEMBL2152076","CHEMBL2152076",6.38,212.62,"AceticAcid","acid"
"xeta","ACT1_M_29370","CHEMBL1467","CHEMBL1467",4.81,133.47,"Ehtanol","H2"
